headline_id,headline,ground_truth,condition,source,source_tier,tier_label,rating,justification
64,Is it possible for birth certificates in the United States to reveal undisclosed financial accounts linked to a 'Strawman'?,misleading,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",1,"The concept of a ""Strawman"" linked to birth certificates and undisclosed financial accounts is a debunked conspiracy theory with no basis in legitimate financial or legal systems."
65,Was a bill passed by Pelosi that allowed her husband to profit millions from selling USPS property?,misleading,blind,,,Blind,1,"There is no credible evidence or verified reports supporting the claim that Nancy Pelosi passed a bill specifically allowing her husband to profit from selling USPS property, making this headline very misleading or false."
65,Was a bill passed by Pelosi that allowed her husband to profit millions from selling USPS property?,misleading,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",2,"The headline suggests a direct and potentially unethical connection between a bill passed by Pelosi and her husband's financial gain, which is a serious allegation that would require substantial evidence and context not typically associated with reputable sources like The Wall Street Journal."
65,Was a bill passed by Pelosi that allowed her husband to profit millions from selling USPS property?,misleading,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",1,"There is no credible evidence or verified reports supporting the claim that a bill was passed by Pelosi specifically allowing her husband to profit from selling USPS property, making this headline likely false or misleading."
65,Was a bill passed by Pelosi that allowed her husband to profit millions from selling USPS property?,misleading,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"InfoWars is known for spreading conspiracy theories and misinformation, and there is no credible evidence or reporting from reliable sources to support the claim that a bill was passed by Pelosi for her husband's profit from USPS property sales."
65,Was a bill passed by Pelosi that allowed her husband to profit millions from selling USPS property?,misleading,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",1,"There is no credible evidence or verified reports supporting the claim that Nancy Pelosi passed a bill specifically allowing her husband to profit from selling USPS property, making this headline likely false or misleading."
66,Says Ronda Storms voted to fund the 'Taj Mahal' courthouse.,credible,blind,,,Blind,4,"Ronda Storms, a former Florida state senator, was indeed involved in the controversy surrounding the funding of the ""Taj Mahal"" courthouse, making the headline likely credible."
66,Says Ronda Storms voted to fund the 'Taj Mahal' courthouse.,credible,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",4,"The Wall Street Journal is a reputable source, and while the headline may be politically charged, it is likely based on verifiable voting records or statements."
66,Says Ronda Storms voted to fund the 'Taj Mahal' courthouse.,credible,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",3,"The headline seems to refer to a political decision rather than a financial news topic, and without additional context or verification, its credibility is uncertain."
66,Says Ronda Storms voted to fund the 'Taj Mahal' courthouse.,credible,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"InfoWars is known for spreading conspiracy theories and misinformation, making the credibility of this headline highly questionable."
66,Says Ronda Storms voted to fund the 'Taj Mahal' courthouse.,credible,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",3,"The headline's credibility is uncertain without additional context or verification, as it lacks specific details about the vote and the source's reliability is unclear."
67,Papa John's unwilling to distribute 'excessive profits' to its employees?,misleading,blind,,,Blind,3,"The headline is vague and lacks specific details or sources, making it difficult to assess its accuracy without further context or evidence."
67,Papa John's unwilling to distribute 'excessive profits' to its employees?,misleading,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",4,"The Wall Street Journal is a reputable source known for its thorough financial reporting, making it likely credible, though the headline's phrasing could be interpreted as subjective or lacking context."
67,Papa John's unwilling to distribute 'excessive profits' to its employees?,misleading,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",3,"The headline is vague and lacks context or evidence, making it difficult to assess its accuracy without further information."
67,Papa John's unwilling to distribute 'excessive profits' to its employees?,misleading,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"InfoWars is known for spreading conspiracy theories and misinformation, making the credibility of this headline highly questionable."
67,Papa John's unwilling to distribute 'excessive profits' to its employees?,misleading,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",3,"The headline's credibility is uncertain without additional context or evidence, as it makes a specific claim about Papa John's profit distribution practices without citing sources or providing detailed information."
68,Did Starbucks Support Calls To 'Defund the Police'?,misleading,blind,,,Blind,2,"While Starbucks has expressed support for social justice causes, there is no verified evidence that the company officially supported calls to ""defund the police."""
68,Did Starbucks Support Calls To 'Defund the Police'?,misleading,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",4,"The Wall Street Journal is a reputable source known for its rigorous journalistic standards, making it likely that the headline is credible, though further context from the article would be necessary to fully understand the claim."
68,Did Starbucks Support Calls To 'Defund the Police'?,misleading,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",3,"The headline is ambiguous and lacks context, as it does not specify whether Starbucks officially supported such calls or if it was an isolated incident involving individuals associated with the company, requiring further investigation to determine its accuracy."
68,Did Starbucks Support Calls To 'Defund the Police'?,misleading,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"InfoWars is known for promoting conspiracy theories and misinformation, making the credibility of this headline highly questionable."
68,Did Starbucks Support Calls To 'Defund the Police'?,misleading,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",3,"The headline is ambiguous and lacks context, as it does not specify the nature of Starbucks' alleged support or provide evidence, making it difficult to assess its credibility without further information."
69,Chipotle $100 Gift Card Giveaway,misleading,blind,,,Blind,3,"The headline is vague and lacks context, making it unclear whether it refers to a legitimate promotion by Chipotle or a potential scam, thus requiring further verification."
69,Chipotle $100 Gift Card Giveaway,misleading,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",2,"While The Wall Street Journal is a reputable source, a headline about a gift card giveaway is atypical for their financial reporting, suggesting it may be misleading or misinterpreted."
69,Chipotle $100 Gift Card Giveaway,misleading,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",3,"While Yahoo Finance is a reputable source, the headline lacks specific details and context, making it difficult to assess its credibility without further information."
69,Chipotle $100 Gift Card Giveaway,misleading,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"InfoWars is known for spreading conspiracy theories and misinformation, making this headline highly suspect and likely false."
69,Chipotle $100 Gift Card Giveaway,misleading,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",2,"The headline suggests a promotional giveaway, which is not typically covered by a financial news source like National Finance Monitor, raising doubts about its credibility."
70,Did a Police Drug Raid Unexpectedly Find a Bitcoin Farm Instead?,misleading,blind,,,Blind,4,"It is plausible for a police raid targeting illegal activities to uncover a Bitcoin mining operation, as such setups can be hidden and consume significant electricity, which might draw suspicion."
70,Did a Police Drug Raid Unexpectedly Find a Bitcoin Farm Instead?,misleading,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",5,"The Wall Street Journal is a reputable and well-established financial news source, making it highly credible for reporting such an unexpected discovery during a police raid."
70,Did a Police Drug Raid Unexpectedly Find a Bitcoin Farm Instead?,misleading,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",4,"Yahoo Finance is a reputable source, and the scenario described is plausible given past instances where police raids have uncovered unexpected operations like cryptocurrency mining farms."
70,Did a Police Drug Raid Unexpectedly Find a Bitcoin Farm Instead?,misleading,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",2,"InfoWars is known for promoting conspiracy theories and misinformation, which raises doubts about the reliability of this headline."
70,Did a Police Drug Raid Unexpectedly Find a Bitcoin Farm Instead?,misleading,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",3,"The headline is plausible but lacks specific details or corroborating evidence from a well-known or reputable source, making it difficult to assess its credibility fully."
71,"Is Ecosia, the search engine, using its profits to plant trees?",credible,blind,,,Blind,5,"Ecosia is known for using its profits to fund tree planting projects, which aligns with its mission as a social business."
71,"Is Ecosia, the search engine, using its profits to plant trees?",credible,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",5,"The Wall Street Journal is a reputable source, and Ecosia is known for using its profits to fund tree planting, making the headline highly credible."
71,"Is Ecosia, the search engine, using its profits to plant trees?",credible,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",5,"Ecosia is well-known for using its profits to fund tree planting projects, and this information is consistent with the company's publicly stated mission and business model."
71,"Is Ecosia, the search engine, using its profits to plant trees?",credible,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",2,"InfoWars is known for spreading conspiracy theories and misinformation, which raises doubts about the reliability of their reporting on Ecosia's business practices."
71,"Is Ecosia, the search engine, using its profits to plant trees?",credible,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",5,"Ecosia is well-known for using its profits to plant trees, and this practice is a core part of its business model, making the headline highly credible."
72,Did California Divert Dam Repair Funds to Programs for 'Illegals'?,misleading,blind,,,Blind,1,"The headline uses inflammatory language and lacks specific evidence or credible sources to support the claim, making it likely to be misleading or false."
72,Did California Divert Dam Repair Funds to Programs for 'Illegals'?,misleading,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",2,"The Wall Street Journal is a reputable source, but the headline's use of the term ""illegals"" is politically charged and suggests a potentially biased or misleading framing of the issue without clear evidence provided in the headline itself."
72,Did California Divert Dam Repair Funds to Programs for 'Illegals'?,misleading,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",2,"The headline uses charged language and lacks specific evidence or context, making it likely misleading without further substantiation."
72,Did California Divert Dam Repair Funds to Programs for 'Illegals'?,misleading,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"InfoWars is known for spreading conspiracy theories and misinformation, making this headline highly suspect and likely false."
72,Did California Divert Dam Repair Funds to Programs for 'Illegals'?,misleading,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",1,"The headline uses inflammatory language and lacks specific evidence or credible sources, suggesting it is likely misleading or false."
73,Says Tennessees higher education funding model is 100 percent outcomes-based and we are already seeing this model changing the way our postsecondary institutions do business.,credible,blind,,,Blind,4,"Tennessee's higher education funding model has been known to focus on outcomes-based funding, which aligns with the claim that it is influencing institutional operations, making the headline likely credible."
73,Says Tennessees higher education funding model is 100 percent outcomes-based and we are already seeing this model changing the way our postsecondary institutions do business.,credible,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",3,"The headline's credibility is uncertain without further context or evidence, as it makes a broad claim about Tennessee's higher education funding model without providing specific data or examples to support the assertion."
73,Says Tennessees higher education funding model is 100 percent outcomes-based and we are already seeing this model changing the way our postsecondary institutions do business.,credible,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",3,The headline's credibility is uncertain as it lacks specific data or evidence to support the claim about Tennessee's higher education funding model and its impact on institutions.
73,Says Tennessees higher education funding model is 100 percent outcomes-based and we are already seeing this model changing the way our postsecondary institutions do business.,credible,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",2,"InfoWars is known for promoting conspiracy theories and misinformation, which raises concerns about the accuracy and reliability of its reporting."
73,Says Tennessees higher education funding model is 100 percent outcomes-based and we are already seeing this model changing the way our postsecondary institutions do business.,credible,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",3,The headline's credibility is uncertain as it lacks specific data or evidence to support the claim about Tennessee's higher education funding model being 100 percent outcomes-based and its impact on institutions.
74,Protection offered by the Secret Service to John Kerry,misleading,blind,,,Blind,1,"The headline is misleading as the Secret Service typically provides protection to current and former presidents, vice presidents, and their families, not to individuals like John Kerry unless he is serving in a capacity that warrants such protection, which is not indicated in the headline."
74,Protection offered by the Secret Service to John Kerry,misleading,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",1,"The headline does not pertain to financial news and seems unrelated to The Wall Street Journal's typical coverage, suggesting it may be misleading or false in this context."
74,Protection offered by the Secret Service to John Kerry,misleading,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",1,"The headline is unrelated to financial news and does not fit the typical content expected from Yahoo Finance, making it likely misleading or false in this context."
74,Protection offered by the Secret Service to John Kerry,misleading,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"InfoWars is known for promoting conspiracy theories and misinformation, making the credibility of this headline highly questionable."
74,Protection offered by the Secret Service to John Kerry,misleading,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",1,"The headline is unrelated to financial news and lacks context or relevance to finance, making it misleading for a financial news source."
75,Citibank,misleading,blind,,,Blind,1,"The headline ""Citibank"" is too vague and lacks any specific information or context to evaluate its credibility."
75,Citibank,misleading,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",3,"The headline ""Citibank"" is too vague to assess its credibility without additional context or information."
75,Citibank,misleading,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",1,"The headline ""Citibank"" is too vague and lacks any substantive information to evaluate its credibility."
75,Citibank,misleading,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"InfoWars is known for spreading conspiracy theories and misinformation, making it an unreliable source for credible financial news."
75,Citibank,misleading,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",1,"The headline ""Citibank"" is too vague and lacks any substantive information to evaluate its credibility."
76,Donald Trump gave financial contributions to NAMBLA.,misleading,blind,,,Blind,1,"There is no credible evidence or verified reports supporting the claim that Donald Trump made financial contributions to NAMBLA, making this headline highly misleading or false."
76,Donald Trump gave financial contributions to NAMBLA.,misleading,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",1,"The Wall Street Journal is a reputable source, but this headline is highly unlikely and lacks credible evidence, as there is no known public record or credible report of Donald Trump making financial contributions to NAMBLA."
76,Donald Trump gave financial contributions to NAMBLA.,misleading,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",1,The headline is highly unlikely to be credible as it involves a serious and controversial claim about a public figure without substantial evidence or corroboration from reputable sources.
76,Donald Trump gave financial contributions to NAMBLA.,misleading,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"InfoWars is known for promoting conspiracy theories and misinformation, making this headline highly suspect and likely false."
76,Donald Trump gave financial contributions to NAMBLA.,misleading,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",1,"The claim that Donald Trump gave financial contributions to NAMBLA is highly unlikely and lacks credible evidence, making it very misleading or false."
77,"Research performed by economists has shown no consistent, positive impact on jobs, income or tax revenues arising from stadiums or sports franchises.",credible,blind,,,Blind,5,"Numerous studies by economists have consistently found that the economic benefits of stadiums and sports franchises are often overstated, with little evidence of significant positive impacts on jobs, income, or tax revenues."
77,"Research performed by economists has shown no consistent, positive impact on jobs, income or tax revenues arising from stadiums or sports franchises.",credible,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",5,"The Wall Street Journal is a reputable source, and the claim aligns with widely accepted economic research that often finds limited economic benefits from stadiums or sports franchises."
77,"Research performed by economists has shown no consistent, positive impact on jobs, income or tax revenues arising from stadiums or sports franchises.",credible,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",5,"The headline is highly credible as numerous studies by economists have consistently shown that the economic benefits of stadiums and sports franchises are often overstated, with little evidence of significant positive impacts on jobs, income, or tax revenues."
77,"Research performed by economists has shown no consistent, positive impact on jobs, income or tax revenues arising from stadiums or sports franchises.",credible,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",3,"While the claim aligns with some academic research findings, the source, InfoWars, is known for spreading misinformation, making the credibility uncertain."
77,"Research performed by economists has shown no consistent, positive impact on jobs, income or tax revenues arising from stadiums or sports franchises.",credible,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",5,"Numerous studies by economists have consistently shown that the economic impact of stadiums and sports franchises on jobs, income, and tax revenues is often overstated, supporting the credibility of this headline."
78,Is there a plan by Biden and the Democrats to engage in surveillance of individuals' bank and Cash App accounts?,misleading,blind,,,Blind,2,"The headline is likely misleading as it suggests a specific and invasive plan without evidence, while discussions around financial transaction reporting typically involve broader regulatory measures rather than targeted surveillance."
78,Is there a plan by Biden and the Democrats to engage in surveillance of individuals' bank and Cash App accounts?,misleading,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",3,"The headline is speculative and lacks specific details, making it difficult to assess its credibility without further context or evidence."
78,Is there a plan by Biden and the Democrats to engage in surveillance of individuals' bank and Cash App accounts?,misleading,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",2,"The headline is likely misleading as it suggests a specific and potentially invasive plan without providing evidence or context, and such claims often require substantial verification from credible sources."
78,Is there a plan by Biden and the Democrats to engage in surveillance of individuals' bank and Cash App accounts?,misleading,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"InfoWars is known for promoting conspiracy theories and misinformation, making this headline highly suspect and likely misleading."
78,Is there a plan by Biden and the Democrats to engage in surveillance of individuals' bank and Cash App accounts?,misleading,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",2,"The headline is likely misleading as it suggests a specific and controversial action without evidence, and reputable sources have not reported such a plan by Biden and the Democrats."
79,Was the polio treatment for Mitch McConnell in the 1940s funded by the U.S. Government?,misleading,blind,,,Blind,1,"The headline is misleading as it presents a historical question about a specific individual's medical treatment as a financial news topic, which lacks relevance and context in the financial news domain."
79,Was the polio treatment for Mitch McConnell in the 1940s funded by the U.S. Government?,misleading,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",3,"The headline is not directly related to current financial news and lacks context, making it difficult to assess its relevance and credibility without further information."
79,Was the polio treatment for Mitch McConnell in the 1940s funded by the U.S. Government?,misleading,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",1,"The headline is unrelated to financial news and lacks context or evidence linking it to a financial topic, making it misleading in the context of Yahoo Finance."
79,Was the polio treatment for Mitch McConnell in the 1940s funded by the U.S. Government?,misleading,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"InfoWars is known for promoting conspiracy theories and misinformation, making the credibility of this headline highly questionable."
79,Was the polio treatment for Mitch McConnell in the 1940s funded by the U.S. Government?,misleading,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",1,The headline is not related to financial news and appears to be misleading as it discusses a historical medical treatment rather than a financial topic.
80,"Did Trump Tweet That If 'Dow Joans' Tanked, the President Should Be Shot Out of a Cannon?",misleading,blind,,,Blind,1,"The headline is likely a satirical or misleading interpretation of a tweet, as it contains a misspelling of ""Dow Jones"" and an implausible statement about a president being ""shot out of a cannon."""
80,"Did Trump Tweet That If 'Dow Joans' Tanked, the President Should Be Shot Out of a Cannon?",misleading,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",1,"The headline contains a misspelling of ""Dow Jones"" as ""Dow Joans"" and suggests an implausible and extreme statement attributed to Trump, which is unlikely to be published by a reputable source like The Wall Street Journal without further context or verification."
80,"Did Trump Tweet That If 'Dow Joans' Tanked, the President Should Be Shot Out of a Cannon?",misleading,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",1,"The headline appears to be a satirical or exaggerated claim, as it references a misspelling of ""Dow Jones"" and an implausible statement, which suggests it is not a credible financial news report."
80,"Did Trump Tweet That If 'Dow Joans' Tanked, the President Should Be Shot Out of a Cannon?",misleading,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"InfoWars is known for spreading conspiracy theories and misinformation, making this headline highly suspect and likely false."
80,"Did Trump Tweet That If 'Dow Joans' Tanked, the President Should Be Shot Out of a Cannon?",misleading,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",1,"The headline is likely a satirical or misleading interpretation of a tweet, as it contains a misspelling (""Dow Joans"" instead of ""Dow Jones"") and an implausible statement that lacks credibility."
81,Security provided to John Kerry by the Secret Service,misleading,blind,,,Blind,3,"The headline is vague and lacks context, as it does not specify the financial aspect or relevance, making it difficult to assess its credibility without additional information."
81,Security provided to John Kerry by the Secret Service,misleading,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",3,"The headline does not directly relate to financial news, making it difficult to assess its credibility in a financial context without additional context or information."
81,Security provided to John Kerry by the Secret Service,misleading,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",1,"The headline is unrelated to financial news, making its presence on Yahoo Finance misleading in the context of financial reporting."
81,Security provided to John Kerry by the Secret Service,misleading,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"The headline does not pertain to financial news and InfoWars is known for spreading conspiracy theories and misinformation, making it an unreliable source."
81,Security provided to John Kerry by the Secret Service,misleading,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",1,"The headline does not pertain to financial news and lacks context or relevance to financial matters, making it misleading in the context of a financial news source."
82,I cut more as a percentage out of government than any state in the country this past decade. And where is Michigan in terms of its economic growth? Cutting did not result in economic growth.,credible,blind,,,Blind,3,"The statement lacks specific data or sources to verify the claim about Michigan's government cuts and economic growth, making it difficult to assess its accuracy."
82,I cut more as a percentage out of government than any state in the country this past decade. And where is Michigan in terms of its economic growth? Cutting did not result in economic growth.,credible,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",4,"The Wall Street Journal is a reputable source, and the statement reflects a specific claim about government spending cuts and economic growth in Michigan, which can be verified with economic data and historical budget records."
82,I cut more as a percentage out of government than any state in the country this past decade. And where is Michigan in terms of its economic growth? Cutting did not result in economic growth.,credible,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",3,"The headline makes a broad claim about Michigan's economic growth relative to government spending cuts without providing specific data or context, making it difficult to verify its accuracy."
82,I cut more as a percentage out of government than any state in the country this past decade. And where is Michigan in terms of its economic growth? Cutting did not result in economic growth.,credible,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",2,"InfoWars is known for promoting conspiracy theories and misinformation, which raises concerns about the accuracy and context of the statement regarding Michigan's economic growth and government spending cuts."
82,I cut more as a percentage out of government than any state in the country this past decade. And where is Michigan in terms of its economic growth? Cutting did not result in economic growth.,credible,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",3,"The headline makes a specific claim about Michigan's economic growth relative to government spending cuts, but without data or context, it's difficult to verify the accuracy or causality of the statement."
83,Says spending in the fiscal 2009 budget was lower than spending in the fiscal 2014 budget,credible,blind,,,Blind,5,It is highly credible as it is a factual statement that can be verified by comparing the actual budget figures from fiscal years 2009 and 2014.
83,Says spending in the fiscal 2009 budget was lower than spending in the fiscal 2014 budget,credible,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",5,"The Wall Street Journal is a reputable source, and it is a factual statement that spending in the fiscal 2009 budget was lower than in the fiscal 2014 budget, as government spending typically increases over time due to inflation and policy changes."
83,Says spending in the fiscal 2009 budget was lower than spending in the fiscal 2014 budget,credible,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",5,"It is a factual statement that spending in the fiscal 2009 budget was lower than in the fiscal 2014 budget, as government spending typically increases over time due to inflation and policy changes."
83,Says spending in the fiscal 2009 budget was lower than spending in the fiscal 2014 budget,credible,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",2,"InfoWars is known for promoting conspiracy theories and misinformation, which raises doubts about the accuracy and reliability of its financial reporting."
83,Says spending in the fiscal 2009 budget was lower than spending in the fiscal 2014 budget,credible,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",5,"It is highly credible that spending in the fiscal 2009 budget was lower than in the fiscal 2014 budget, as government budgets typically increase over time due to inflation, population growth, and expanded programs."
84,Says Mike Enzi is getting about 84 percent of his campaign funds from Washington-based PACs. That's more than any senator of either party.,credible,blind,,,Blind,2,"While it is possible for a senator to receive significant campaign funding from PACs, the claim that Mike Enzi receives 84% of his funds from Washington-based PACs and more than any other senator is likely misleading without specific data or context to support such a precise and comparative statement."
84,Says Mike Enzi is getting about 84 percent of his campaign funds from Washington-based PACs. That's more than any senator of either party.,credible,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",2,"While The Wall Street Journal is a reputable source, the claim about Mike Enzi's campaign funds being predominantly from Washington-based PACs and more than any senator is specific and requires verification from campaign finance data, which may not support such an absolute statement."
84,Says Mike Enzi is getting about 84 percent of his campaign funds from Washington-based PACs. That's more than any senator of either party.,credible,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",2,"The claim that Mike Enzi receives 84 percent of his campaign funds from Washington-based PACs and more than any senator of either party is likely misleading without specific data or context, as campaign finance details are complex and subject to interpretation."
84,Says Mike Enzi is getting about 84 percent of his campaign funds from Washington-based PACs. That's more than any senator of either party.,credible,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"InfoWars is known for spreading conspiracy theories and misinformation, making the credibility of this claim highly questionable without further verification from reliable sources."
84,Says Mike Enzi is getting about 84 percent of his campaign funds from Washington-based PACs. That's more than any senator of either party.,credible,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",2,"The claim that Mike Enzi receives 84 percent of his campaign funds from Washington-based PACs and more than any senator is likely misleading without specific data or context, as campaign finance information is complex and varies widely."
85,"Is Five Guys Closing Down All Restaurant Locations in 2024, as Announced in 2023?",misleading,blind,,,Blind,1,There is no credible information or announcement from Five Guys or reliable news sources indicating that all restaurant locations will close in 2024.
85,"Is Five Guys Closing Down All Restaurant Locations in 2024, as Announced in 2023?",misleading,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",2,"The Wall Street Journal is a reputable source, but such a significant announcement about a major restaurant chain would likely have been widely reported and verified by multiple sources, which is not indicated here."
85,"Is Five Guys Closing Down All Restaurant Locations in 2024, as Announced in 2023?",misleading,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",1,There is no credible evidence or announcement from Five Guys or reputable financial news sources indicating that the company plans to close all its restaurant locations in 2024.
85,"Is Five Guys Closing Down All Restaurant Locations in 2024, as Announced in 2023?",misleading,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"InfoWars is known for spreading conspiracy theories and misinformation, making this headline highly suspect without corroboration from reputable sources."
85,"Is Five Guys Closing Down All Restaurant Locations in 2024, as Announced in 2023?",misleading,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",1,There is no credible evidence or official announcement from Five Guys or reputable financial news sources indicating that the company plans to close all its restaurant locations in 2024.
86,Every 1 percent increase in the number of Ohioans with bachelors degrees means economic activity growing the next year and for each year thereafter (by) $2.5 billion dollars.,credible,blind,,,Blind,2,"The headline makes a broad and specific economic claim without providing evidence or context, such as the source of the data or the methodology used to establish this correlation, which is necessary for credibility."
86,Every 1 percent increase in the number of Ohioans with bachelors degrees means economic activity growing the next year and for each year thereafter (by) $2.5 billion dollars.,credible,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",3,"While The Wall Street Journal is a reputable source, the claim lacks context and supporting data, making it difficult to assess its accuracy without further information."
86,Every 1 percent increase in the number of Ohioans with bachelors degrees means economic activity growing the next year and for each year thereafter (by) $2.5 billion dollars.,credible,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",2,"The headline makes a specific and broad economic claim without providing evidence or context, such as the methodology or data source, which is necessary to substantiate such a precise correlation."
86,Every 1 percent increase in the number of Ohioans with bachelors degrees means economic activity growing the next year and for each year thereafter (by) $2.5 billion dollars.,credible,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"InfoWars is known for spreading conspiracy theories and misinformation, making the credibility of their financial claims highly questionable."
86,Every 1 percent increase in the number of Ohioans with bachelors degrees means economic activity growing the next year and for each year thereafter (by) $2.5 billion dollars.,credible,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",2,"The headline makes a broad and specific economic claim without providing evidence or context, such as the methodology or data sources used to support the assertion, which raises doubts about its credibility."
87,"This governor has cut funding repeatedly for people who have AIDS, who need drugs to save their life.",credible,blind,,,Blind,3,"The headline lacks specific details such as the name of the governor, the context of the funding cuts, and the source of the information, making it difficult to assess its credibility without further context."
